id_venta,id_cliente,id_producto,cantidad,fecha
207,218,862,13,3/9/2022
208,168,817,14,3/8/2022
209,224,101,8,3/6/2022
210,99,327,5,3/6/2022
211,271,199,2,3/26/2022
212,284,494,13,3/15/2022
213,276,65,11,3/25/2022
214,182,188,5,3/14/2022
215,67,177,5,3/5/2022
216,157,647,13,3/19/2022
217,129,40,15,3/26/2022
218,209,969,14,3/21/2022
219,195,81,9,3/20/2022
220,5,120,10,3/8/2022
221,243,668,7,3/24/2022
222,102,55,1,3/13/2022
223,70,312,11,3/2/2022
224,189,726,11,3/23/2022
225,245,745,6,3/17/2022
226,177,725,13,3/7/2022
227,172,867,11,3/23/2022
228,138,300,7,3/1/2022
229,69,905,12,3/19/2022
230,49,849,8,3/29/2022
231,91,860,2,3/13/2022
232,211,226,15,3/17/2022
233,235,356,6,3/20/2022
234,259,748,4,3/27/2022
235,169,551,11,3/17/2022
236,220,663,6,3/27/2022
237,163,743,5,3/27/2022
238,150,754,10,3/21/2022
239,33,784,6,3/12/2022
240,113,778,1,3/7/2022
241,270,942,13,3/1/2022
242,165,95,7,3/5/2022
243,15,168,14,3/28/2022
244,237,98,5,3/14/2022
245,71,319,4,3/21/2022
246,70,425,11,3/27/2022
247,2,611,8,3/6/2022
248,128,795,15,3/25/2022
249,233,477,15,3/29/2022
250,86,506,3,3/7/2022
251,84,181,15,3/1/2022
252,290,483,13,3/17/2022
253,62,743,14,3/29/2022
254,96,542,5,3/6/2022
255,75,464,11,3/2/2022
256,139,74,11,3/17/2022
257,45,793,9,3/20/2022
258,125,588,5,3/4/2022
259,272,29,6,3/3/2022
260,198,467,11,3/12/2022
261,176,331,13,3/29/2022
262,1,579,5,3/8/2022
263,16,48,4,3/13/2022
264,273,462,1,3/29/2022
265,197,614,6,3/5/2022
266,144,717,14,3/16/2022
267,264,539,14,3/2/2022
268,37,83,9,3/13/2022
269,291,448,12,3/8/2022
270,220,983,11,3/23/2022
271,279,4,6,3/13/2022
272,16,103,11,3/7/2022
273,34,503,15,3/18/2022
274,33,770,5,3/26/2022
275,79,703,4,3/18/2022
276,27,48,9,3/29/2022
277,193,665,7,3/15/2022
278,120,609,3,3/15/2022
279,107,883,14,3/29/2022
280,256,329,12,3/15/2022
281,294,644,5,3/12/2022
282,109,710,10,3/4/2022
283,261,782,6,3/17/2022
284,85,457,6,3/29/2022
285,13,668,14,3/30/2022
286,262,31,10,3/9/2022
287,220,334,6,3/30/2022
288,37,217,12,3/6/2022
289,141,315,4,3/6/2022
290,21,832,2,3/26/2022
291,195,313,5,3/19/2022
292,50,747,10,3/23/2022
293,8,764,12,3/8/2022
294,253,995,2,3/22/2022
295,32,633,10,3/25/2022
296,50,377,8,3/16/2022
297,175,900,10,3/21/2022
298,138,821,12,3/1/2022
299,35,444,3,3/28/2022
300,185,679,2,3/6/2022
301,214,370,12,3/30/2022
302,189,192,10,3/12/2022
303,104,182,10,3/30/2022
304,152,423,15,3/7/2022
305,183,373,12,3/24/2022
306,140,977,13,3/7/2022
307,101,182,2,3/25/2022
308,80,419,14,3/21/2022
309,80,47,5,3/13/2022
310,160,677,10,3/8/2022
311,141,694,7,3/14/2022
312,248,289,7,3/11/2022
313,251,852,12,3/24/2022
314,224,697,11,3/27/2022
315,95,280,2,3/25/2022
316,21,180,9,3/10/2022
317,72,389,1,3/7/2022
318,93,35,3,3/17/2022
319,264,358,3,3/26/2022
320,144,356,4,3/16/2022
321,125,137,13,3/1/2022
322,131,594,10,3/28/2022
323,283,130,11,3/23/2022
324,160,836,10,3/9/2022
325,200,538,6,3/21/2022
326,291,638,4,3/7/2022
327,133,576,13,3/9/2022
328,61,918,1,3/5/2022
329,179,618,14,3/4/2022
330,101,385,12,3/24/2022
331,74,280,3,3/30/2022
332,120,531,1,3/25/2022
333,255,928,14,3/10/2022
334,198,288,15,3/9/2022
335,2,570,14,3/25/2022
336,164,454,7,3/11/2022
337,275,761,1,3/19/2022
338,20,888,3,3/27/2022
339,7,116,1,3/3/2022
340,58,569,10,3/25/2022
341,121,690,4,3/3/2022
342,87,502,4,3/14/2022
343,19,111,13,3/24/2022
344,62,660,6,3/30/2022
345,250,830,4,3/25/2022
346,284,336,15,3/21/2022
347,59,261,5,3/7/2022
348,228,375,11,3/5/2022
349,75,984,15,3/7/2022
350,120,444,7,3/6/2022
351,246,717,14,3/28/2022
352,199,281,7,3/21/2022
353,152,820,14,3/20/2022
354,176,671,10,3/3/2022
355,182,854,3,3/16/2022
356,284,315,10,3/30/2022
357,17,532,1,3/24/2022
358,218,845,6,3/1/2022
359,39,244,4,3/8/2022
360,57,763,4,3/23/2022
361,111,928,7,3/10/2022
362,44,832,8,3/14/2022
363,199,39,2,3/19/2022
364,48,329,4,3/27/2022
365,210,252,12,3/15/2022
366,291,604,8,3/25/2022
367,220,54,5,3/6/2022
368,202,419,3,3/26/2022
369,127,932,10,3/14/2022
370,96,37,7,3/30/2022
371,134,788,10,3/30/2022
372,20,137,13,3/7/2022
373,98,721,6,3/20/2022
374,86,373,9,3/28/2022
375,175,284,10,3/21/2022
376,91,599,6,3/15/2022
377,78,713,15,3/7/2022
378,3,729,4,3/21/2022
379,203,473,5,3/13/2022
380,66,830,15,3/28/2022
381,133,191,4,3/24/2022
382,220,79,13,3/21/2022
383,251,212,5,3/6/2022
384,1,798,8,3/9/2022
385,152,338,1,3/30/2022
386,219,638,2,3/18/2022
387,294,518,11,3/1/2022
388,209,550,13,3/23/2022
389,45,333,10,3/23/2022
390,32,199,15,3/18/2022
391,259,731,12,3/18/2022
392,94,433,5,3/30/2022
393,80,715,7,3/3/2022
394,250,839,8,3/30/2022
395,55,483,13,3/27/2022
396,126,210,1,3/26/2022
397,259,761,15,3/20/2022
398,131,900,12,3/14/2022
399,283,866,2,3/28/2022
400,145,294,7,3/27/2022
401,15,359,10,3/27/2022
402,133,742,9,3/19/2022
403,292,329,11,3/3/2022
404,234,372,2,3/28/2022
405,82,237,15,3/22/2022
406,204,547,14,3/17/2022
407,99,242,9,3/9/2022
408,181,627,11,3/6/2022
409,271,259,14,3/2/2022
410,273,853,9,3/5/2022
411,233,215,13,3/26/2022
412,113,780,9,3/29/2022
413,36,926,13,3/8/2022
414,221,219,4,3/30/2022
415,91,848,13,3/9/2022
416,183,654,8,3/6/2022
417,299,314,7,3/6/2022
418,41,172,11,3/7/2022
419,220,899,11,3/28/2022
420,60,453,14,3/30/2022
421,94,812,15,3/19/2022
422,246,257,11,3/14/2022
423,281,739,11,3/17/2022
424,271,863,12,3/15/2022
425,238,342,6,3/29/2022
426,37,887,15,3/29/2022
427,181,300,2,3/5/2022
428,36,897,15,3/9/2022
429,89,269,2,3/18/2022
430,31,453,7,3/16/2022
431,106,277,14,3/27/2022
432,94,320,11,3/7/2022
433,64,192,10,3/3/2022
434,144,243,7,3/9/2022
435,196,374,11,3/16/2022
436,251,85,2,3/9/2022
437,292,401,11,3/8/2022
438,98,876,13,3/14/2022
439,292,578,14,3/9/2022
440,184,223,15,3/29/2022
441,167,780,9,3/23/2022
442,271,186,5,3/7/2022
443,38,63,11,3/23/2022
444,280,948,7,3/22/2022
445,48,439,10,3/6/2022
446,213,651,11,3/24/2022
447,85,301,15,3/4/2022
448,52,830,7,3/1/2022
449,246,41,1,3/27/2022
450,221,375,13,3/11/2022
451,298,147,10,3/21/2022
452,203,659,11,3/29/2022
453,106,244,4,3/13/2022
454,263,575,12,3/24/2022
455,217,592,2,3/20/2022
456,106,8,9,3/29/2022
457,197,875,5,3/13/2022
458,172,411,4,3/18/2022
459,107,655,1,3/12/2022
460,95,124,8,3/12/2022
461,169,624,3,3/4/2022
462,173,86,7,3/15/2022
463,55,294,9,3/2/2022
464,135,419,1,3/7/2022
465,265,830,2,3/29/2022
466,115,10,3,3/25/2022
467,41,87,13,3/28/2022
468,64,27,8,3/7/2022
469,271,222,10,3/23/2022
470,226,893,10,3/26/2022
471,295,758,11,3/3/2022
472,70,681,11,3/30/2022
473,283,276,5,3/24/2022
474,186,50,2,3/2/2022
475,118,944,15,3/7/2022
476,87,982,7,3/30/2022
477,138,24,8,3/27/2022
478,38,41,10,3/14/2022
479,124,235,11,3/6/2022
480,232,470,10,3/30/2022
481,59,525,8,3/23/2022
482,88,46,7,3/8/2022
483,293,117,2,3/23/2022
484,252,320,6,3/3/2022
485,115,872,1,3/18/2022
486,193,282,13,3/4/2022
487,194,131,7,3/15/2022
488,163,481,13,3/30/2022
489,1,265,2,3/24/2022
490,208,979,13,3/17/2022
491,21,542,5,3/28/2022
492,145,579,15,3/8/2022
493,266,753,8,3/21/2022
494,21,683,1,3/16/2022
495,172,125,9,3/19/2022
496,20,675,11,3/12/2022
497,32,608,5,3/9/2022
498,86,718,2,3/23/2022
499,229,805,2,3/22/2022
500,284,765,11,3/9/2022
501,190,424,1,3/26/2022
502,177,340,12,3/19/2022
503,236,398,2,3/8/2022
504,251,701,11,3/13/2022
505,98,999,5,3/24/2022
506,98,393,13,3/4/2022
507,158,922,14,3/29/2022
508,113,898,7,3/6/2022
509,93,332,1,3/18/2022
510,283,805,5,3/20/2022
511,77,989,2,3/1/2022
512,160,182,15,3/4/2022
513,40,624,10,3/17/2022
514,252,61,2,3/27/2022
515,22,724,7,3/4/2022
516,279,258,15,3/17/2022
517,113,910,15,3/25/2022
518,259,67,12,3/4/2022
519,270,781,10,3/26/2022
520,185,165,15,3/27/2022
521,258,748,9,3/1/2022
522,4,444,7,3/23/2022
523,160,87,14,3/9/2022
524,113,646,4,3/7/2022
525,158,633,4,3/7/2022
526,299,15,9,3/4/2022
527,241,145,10,3/8/2022
528,103,60,10,3/2/2022
529,280,916,6,3/9/2022
530,128,263,9,3/13/2022
531,215,869,5,3/27/2022
532,84,501,3,3/4/2022
533,229,691,12,3/7/2022
534,75,881,3,3/17/2022
535,133,506,2,3/2/2022
536,89,915,6,3/19/2022
537,50,976,10,3/9/2022
538,20,510,7,3/11/2022
539,267,999,11,3/4/2022
540,274,563,6,3/25/2022
541,258,860,10,3/20/2022
542,4,316,6,3/7/2022
543,202,79,7,3/14/2022
544,102,98,11,3/30/2022
545,229,105,2,3/23/2022
546,268,835,6,3/3/2022
547,165,77,9,3/11/2022
548,1,387,9,3/21/2022
549,24,210,7,3/24/2022
550,126,36,10,3/24/2022
551,168,269,9,3/24/2022
552,274,50,14,3/30/2022
553,193,698,11,3/10/2022
554,287,451,13,3/4/2022
555,6,606,2,3/11/2022
556,56,791,10,3/4/2022
557,270,303,15,3/26/2022
558,222,295,12,3/8/2022
559,36,917,12,3/5/2022
560,177,914,9,3/27/2022
561,10,443,1,3/27/2022
562,87,221,3,3/22/2022
563,173,868,5,3/24/2022
564,111,479,10,3/12/2022
565,279,829,9,3/26/2022
566,219,664,13,3/28/2022
567,242,103,15,3/5/2022
568,30,143,12,3/8/2022
569,265,855,7,3/23/2022
570,214,35,7,3/20/2022
571,209,349,13,3/25/2022
572,76,4,3,3/2/2022
573,256,509,14,3/27/2022
574,53,944,4,3/4/2022
575,12,153,1,3/15/2022
576,23,910,15,3/2/2022
577,219,752,1,3/20/2022
578,56,914,7,3/13/2022
579,284,711,12,3/29/2022
580,261,530,2,3/13/2022
581,289,809,12,3/9/2022
582,146,990,1,3/8/2022
583,163,397,9,3/24/2022
584,190,220,11,3/5/2022
585,89,598,14,3/11/2022
586,48,215,13,3/12/2022
587,236,900,15,3/13/2022
588,256,713,12,3/16/2022
589,196,735,14,3/10/2022
590,274,857,13,3/25/2022
591,97,640,6,3/17/2022
592,287,911,9,3/26/2022
593,237,742,3,3/8/2022
594,173,353,9,3/26/2022
595,133,528,7,3/10/2022
596,225,757,4,3/5/2022
597,163,954,9,3/1/2022
598,299,643,14,3/9/2022
599,49,141,6,3/29/2022
600,138,593,2,3/7/2022
601,221,803,15,3/4/2022
602,217,212,8,3/12/2022
603,266,569,14,3/4/2022
604,274,835,15,3/21/2022
605,64,554,9,3/15/2022
606,143,334,13,3/19/2022
607,232,932,9,3/2/2022
608,185,83,13,3/5/2022
609,133,280,9,3/13/2022
610,217,505,12,3/1/2022
611,111,759,9,3/5/2022
612,168,756,14,3/27/2022
613,151,845,4,3/26/2022
614,294,305,11,3/22/2022
615,203,758,13,3/23/2022
616,245,933,14,3/11/2022
617,263,476,11,3/15/2022
618,173,214,13,3/15/2022
619,199,582,2,3/26/2022
620,265,31,11,3/2/2022
621,195,118,5,3/10/2022
622,166,911,12,3/6/2022
623,54,871,15,3/8/2022
624,29,267,1,3/3/2022
625,8,677,2,3/16/2022
626,64,241,5,3/6/2022
627,228,320,7,3/10/2022
628,201,211,1,3/13/2022
629,26,432,1,3/13/2022
630,199,3,6,3/9/2022
631,138,268,4,3/17/2022
632,10,719,4,3/7/2022
633,65,173,11,3/17/2022
634,85,532,9,3/29/2022
635,203,344,2,3/16/2022
636,243,498,4,3/4/2022
637,53,674,12,3/11/2022
638,81,568,7,3/11/2022
639,104,427,11,3/13/2022
640,87,526,2,3/30/2022
641,228,157,13,3/28/2022
642,162,320,15,3/4/2022
643,101,851,9,3/16/2022
644,157,869,13,3/17/2022
645,259,589,14,3/4/2022
646,282,525,4,3/25/2022
647,28,325,12,3/18/2022
648,228,707,8,3/22/2022
649,121,973,15,3/7/2022
650,72,279,3,3/18/2022
651,26,219,14,3/7/2022
652,167,716,15,3/8/2022
653,175,951,14,3/22/2022
654,300,934,13,3/7/2022
655,180,197,3,3/8/2022
656,210,486,14,3/12/2022
657,129,615,14,3/7/2022
658,127,407,11,3/17/2022
659,62,22,4,3/29/2022
660,70,625,5,3/25/2022
661,44,956,5,3/26/2022
662,225,125,15,3/12/2022
663,53,668,12,3/11/2022
664,120,186,13,3/29/2022
665,74,823,1,3/5/2022
666,195,458,14,3/27/2022
667,252,535,9,3/10/2022
668,72,375,10,3/9/2022
669,234,84,2,3/5/2022
670,144,401,6,3/19/2022
671,169,466,12,3/9/2022
672,276,130,12,3/8/2022
673,2,804,5,3/10/2022
674,38,157,7,3/16/2022
675,196,953,6,3/30/2022
676,136,345,7,3/8/2022
677,279,597,3,3/16/2022
678,210,847,14,3/2/2022
679,215,191,2,3/29/2022
680,20,934,11,3/5/2022
681,292,253,9,3/8/2022
682,241,174,4,3/24/2022
683,117,817,2,3/7/2022
684,160,152,10,3/11/2022
685,44,816,9,3/4/2022
686,131,688,1,3/5/2022
687,297,715,1,3/9/2022
688,170,894,5,3/3/2022
689,249,784,15,3/23/2022
690,78,610,12,3/24/2022
691,147,888,2,3/10/2022
692,93,249,4,3/3/2022
693,153,74,4,3/8/2022
694,133,685,11,3/1/2022
695,166,934,13,3/24/2022
696,37,46,15,3/26/2022
697,46,497,9,3/26/2022
698,183,360,5,3/28/2022
699,112,8,10,3/17/2022
700,223,541,4,3/8/2022
701,245,232,10,3/23/2022
702,162,614,2,3/20/2022
703,44,323,5,3/16/2022
704,234,962,7,3/6/2022
705,135,309,4,3/5/2022
706,76,123,9,3/10/2022
707,144,468,5,3/11/2022
708,38,313,2,3/23/2022
709,22,85,1,3/20/2022
710,137,146,4,3/5/2022
711,120,224,13,3/1/2022
712,203,89,12,3/2/2022
713,204,972,5,3/22/2022
714,62,442,4,3/11/2022
715,33,353,3,3/20/2022
716,222,620,6,3/11/2022
717,72,741,3,3/21/2022
718,300,825,1,3/2/2022
719,9,270,1,3/4/2022
720,171,949,15,3/3/2022
721,117,558,10,3/21/2022
722,212,960,9,3/3/2022
723,170,272,2,3/16/2022
724,268,829,6,3/17/2022
725,28,782,12,3/27/2022
726,178,927,13,3/24/2022
727,19,769,7,3/1/2022
728,180,653,12,3/18/2022
729,50,337,4,3/18/2022
730,286,560,9,3/7/2022
731,144,359,14,3/27/2022
732,86,593,8,3/29/2022
733,113,234,10,3/9/2022
734,156,49,7,3/16/2022
735,186,348,15,3/20/2022
736,256,124,15,3/3/2022
737,31,751,9,3/4/2022
738,298,667,13,3/7/2022
739,190,541,2,3/6/2022
740,162,244,4,3/16/2022
741,238,36,12,3/10/2022
742,143,100,6,3/28/2022
743,143,926,5,3/24/2022
744,155,715,15,3/3/2022
745,157,877,8,3/5/2022
746,247,883,4,3/18/2022
747,30,436,5,3/19/2022
748,105,774,5,3/22/2022
749,297,415,7,3/7/2022
750,216,922,11,3/3/2022
751,198,133,10,3/28/2022
752,263,146,4,3/6/2022
753,285,298,4,3/23/2022
754,240,24,12,3/22/2022
755,110,842,4,3/2/2022
756,108,915,1,3/6/2022
757,95,506,4,3/24/2022
758,238,608,10,3/22/2022
759,268,188,9,3/6/2022
760,265,970,11,3/25/2022
761,35,116,2,3/17/2022
762,190,539,9,3/14/2022
763,241,549,3,3/14/2022
764,222,904,1,3/24/2022
765,22,934,15,3/22/2022
766,177,780,1,3/15/2022
767,11,463,6,3/26/2022
768,63,764,9,3/13/2022
769,234,516,15,3/22/2022
770,276,901,12,3/13/2022
771,20,676,11,3/1/2022
772,59,314,3,3/17/2022
773,109,728,4,3/8/2022
774,292,350,2,3/27/2022
775,84,417,7,3/11/2022
776,139,477,7,3/23/2022
777,130,190,7,3/21/2022
778,21,278,4,3/25/2022
779,286,498,14,3/24/2022
780,91,811,14,3/9/2022
781,251,85,12,3/30/2022
782,164,695,8,3/4/2022
783,112,545,4,3/20/2022
784,88,267,8,3/17/2022
785,162,399,7,3/20/2022
786,245,661,7,3/3/2022
787,38,158,15,3/18/2022
788,192,853,12,3/4/2022
789,269,954,6,3/24/2022
790,102,785,2,3/8/2022
791,197,763,15,3/20/2022
792,167,400,5,3/4/2022
793,118,845,5,3/9/2022
794,166,5,12,3/23/2022
795,74,529,12,3/11/2022
796,122,389,1,3/4/2022
797,121,776,12,3/19/2022
798,188,517,9,3/6/2022
799,257,458,5,3/17/2022
800,128,908,3,3/22/2022
801,113,421,1,3/9/2022
802,23,687,9,3/7/2022
803,28,319,14,3/30/2022
804,264,230,4,3/15/2022
805,206,936,5,3/18/2022
806,75,864,11,3/13/2022
807,100,490,7,3/4/2022
808,66,570,2,3/24/2022
809,227,211,9,3/3/2022
810,298,966,5,3/19/2022
811,97,650,8,3/17/2022
812,268,691,5,3/19/2022
813,89,69,11,3/27/2022
814,194,171,10,3/1/2022
815,184,411,8,3/8/2022
816,292,162,7,3/23/2022
817,240,835,2,3/28/2022
818,289,94,15,3/15/2022
819,255,198,4,3/6/2022
820,50,323,8,3/19/2022
821,207,142,15,3/2/2022
822,162,201,8,3/21/2022
823,217,122,11,3/18/2022
824,201,301,6,3/20/2022
825,241,571,15,3/1/2022
826,213,70,4,3/2/2022
827,18,380,13,3/15/2022
828,241,21,2,3/9/2022
829,228,343,4,3/25/2022
830,287,959,2,3/11/2022
831,155,915,1,3/22/2022
832,15,978,6,3/3/2022
833,58,670,12,3/5/2022
834,136,404,13,3/26/2022
835,254,527,14,3/18/2022
836,161,1000,7,3/10/2022
837,137,9,11,3/30/2022
838,47,556,15,3/4/2022
839,226,779,8,3/8/2022
840,284,74,12,3/4/2022
841,9,879,1,3/11/2022
842,269,868,7,3/2/2022
843,64,467,3,3/13/2022
844,208,415,12,3/6/2022
845,148,298,7,3/12/2022
846,224,523,13,3/23/2022
847,128,668,2,3/27/2022
848,114,7,8,3/29/2022
849,215,940,9,3/3/2022
850,20,395,12,3/12/2022
851,154,606,6,3/15/2022
852,24,202,1,3/18/2022
853,292,39,8,3/21/2022
854,30,255,8,3/29/2022
855,136,36,1,3/11/2022
856,208,106,14,3/4/2022
857,238,334,13,3/4/2022
858,173,333,6,3/3/2022
859,256,132,8,3/12/2022
860,108,554,10,3/5/2022
861,144,712,1,3/16/2022
862,98,519,3,3/20/2022
863,166,862,6,3/27/2022
864,134,815,11,3/9/2022
865,190,469,8,3/21/2022
866,276,192,6,3/12/2022
867,93,555,13,3/22/2022
868,20,169,14,3/28/2022
869,61,953,7,3/17/2022
870,87,225,9,3/23/2022
871,225,602,15,3/12/2022
872,208,223,6,3/14/2022
873,142,766,8,3/26/2022
874,128,100,2,3/29/2022
875,120,394,6,3/9/2022
876,39,954,9,3/25/2022
877,59,919,8,3/3/2022
878,139,101,10,3/19/2022
879,131,743,15,3/2/2022
880,188,690,8,3/20/2022
881,255,803,3,3/9/2022
882,295,238,8,3/7/2022
883,214,81,15,3/29/2022
884,104,964,15,3/28/2022
885,92,347,3,3/9/2022
886,30,203,9,3/3/2022
887,186,514,11,3/3/2022
888,104,867,3,3/16/2022
889,299,227,9,3/16/2022
890,249,641,6,3/24/2022
891,75,489,9,3/27/2022
892,182,136,9,3/6/2022
893,8,676,12,3/21/2022
894,105,653,4,3/22/2022
895,138,598,2,3/14/2022
896,183,719,12,3/19/2022
897,186,685,13,3/12/2022
898,177,766,6,3/7/2022
899,245,320,1,3/21/2022
900,273,16,6,3/19/2022
901,38,389,11,3/5/2022
902,267,509,2,3/28/2022
903,291,915,4,3/5/2022
904,95,851,9,3/22/2022
905,257,617,4,3/15/2022
906,239,109,12,3/18/2022
907,233,328,11,3/30/2022
908,60,967,2,3/1/2022
909,153,310,14,3/24/2022
910,142,870,3,3/27/2022
911,253,643,7,3/9/2022
912,112,315,2,3/1/2022
913,201,889,5,3/16/2022
914,10,183,4,3/1/2022
915,230,410,14,3/22/2022
916,260,889,13,3/28/2022
917,228,911,10,3/5/2022
918,284,891,14,3/18/2022
919,2,449,11,3/4/2022
920,116,840,4,3/25/2022
921,112,800,7,3/8/2022
922,100,438,12,3/27/2022
923,68,253,6,3/28/2022
924,250,905,1,3/24/2022
925,124,239,9,3/15/2022
926,82,612,3,3/7/2022
927,185,891,12,3/25/2022
928,284,921,9,3/26/2022
929,227,765,9,3/17/2022
