id_venta,id_cliente,id_producto,cantidad,fecha
162,196,681,10,3/6/2022
163,207,507,12,3/4/2022
164,139,673,13,3/26/2022
165,55,156,5,3/30/2022
166,294,674,1,3/10/2022
167,299,841,2,3/14/2022
168,81,619,9,3/11/2022
169,7,436,14,3/28/2022
170,294,766,3,3/24/2022
171,97,378,2,3/4/2022
172,42,935,9,3/9/2022
173,275,507,3,3/22/2022
174,180,830,7,3/11/2022
175,282,765,4,3/13/2022
176,160,646,10,3/16/2022
177,132,578,1,3/20/2022
178,42,557,5,3/3/2022
179,81,742,12,3/2/2022
180,71,322,4,3/18/2022
181,14,409,14,3/7/2022
182,58,313,9,3/29/2022
183,133,633,1,3/12/2022
184,77,170,3,3/27/2022
185,49,24,13,3/9/2022
186,294,509,15,3/19/2022
187,85,323,5,3/21/2022
188,136,171,14,3/13/2022
189,144,850,9,3/28/2022
190,273,740,7,3/4/2022
191,118,237,14,3/26/2022
192,78,963,10,3/23/2022
193,93,748,13,3/14/2022
194,73,586,1,3/28/2022
195,3,363,12,3/30/2022
196,119,426,3,3/11/2022
197,77,921,5,3/24/2022
198,269,943,13,3/14/2022
199,232,934,2,3/16/2022
200,231,522,6,3/14/2022
201,238,625,13,3/23/2022
202,183,397,10,3/26/2022
203,16,447,11,3/7/2022
204,264,67,13,3/15/2022
205,229,279,1,3/1/2022
206,65,937,8,3/22/2022
207,264,476,9,3/22/2022
208,202,18,9,3/11/2022
209,106,139,14,3/6/2022
210,89,136,10,3/3/2022
211,157,952,6,3/16/2022
212,68,315,9,3/17/2022
213,50,894,14,3/26/2022
214,164,710,5,3/8/2022
215,278,914,12,3/26/2022
216,80,284,15,3/13/2022
217,117,934,14,3/22/2022
218,223,735,1,3/6/2022
219,232,21,9,3/18/2022
220,172,568,5,3/27/2022
221,202,137,1,3/20/2022
222,39,807,7,3/21/2022
223,83,802,13,3/25/2022
224,59,935,11,3/9/2022
225,184,287,13,3/9/2022
226,137,752,9,3/8/2022
227,8,957,9,3/1/2022
228,41,380,6,3/29/2022
229,162,39,4,3/4/2022
230,36,136,7,3/13/2022
231,85,512,1,3/22/2022
232,165,118,6,3/29/2022
233,242,181,1,3/21/2022
234,274,426,6,3/5/2022
235,41,870,2,3/4/2022
236,281,848,12,3/28/2022
237,245,212,15,3/17/2022
238,50,867,7,3/19/2022
239,42,695,6,3/25/2022
240,168,639,5,3/15/2022
241,191,862,14,3/16/2022
242,169,403,12,3/11/2022
243,78,409,1,3/22/2022
244,242,118,4,3/23/2022
245,293,411,11,3/21/2022
246,108,857,10,3/14/2022
247,114,348,12,3/19/2022
248,277,831,4,3/17/2022
249,291,359,13,3/18/2022
250,247,800,2,3/12/2022
251,148,687,1,3/27/2022
252,112,254,4,3/3/2022
253,112,619,4,3/11/2022
254,295,493,5,3/22/2022
255,173,504,13,3/20/2022
256,263,676,3,3/6/2022
257,71,809,11,3/20/2022
258,264,916,7,3/18/2022
259,253,189,3,3/16/2022
260,279,413,4,3/23/2022
261,14,368,3,3/25/2022
262,183,36,9,3/13/2022
263,255,535,5,3/14/2022
264,246,341,2,3/27/2022
265,263,331,2,3/6/2022
266,19,712,7,3/23/2022
267,299,309,7,3/7/2022
268,212,147,15,3/14/2022
269,273,848,6,3/24/2022
270,107,475,5,3/12/2022
271,140,261,13,3/11/2022
272,226,632,3,3/8/2022
273,214,97,15,3/24/2022
274,130,75,3,3/14/2022
275,267,719,11,3/2/2022
276,73,403,8,3/12/2022
277,224,45,4,3/30/2022
278,29,933,5,3/17/2022
279,99,971,11,3/12/2022
280,103,908,14,3/13/2022
281,271,128,2,3/24/2022
282,168,494,5,3/28/2022
283,77,71,1,3/17/2022
284,237,959,2,3/27/2022
285,73,258,4,3/8/2022
286,92,610,15,3/15/2022
287,256,694,14,3/30/2022
288,143,708,4,3/2/2022
289,38,698,4,3/6/2022
290,220,225,13,3/18/2022
291,16,818,1,3/20/2022
292,267,348,5,3/3/2022
293,290,737,14,3/2/2022
294,216,196,12,3/28/2022
295,213,680,6,3/8/2022
296,251,776,12,3/24/2022
297,279,468,1,3/13/2022
298,82,909,12,3/22/2022
299,78,599,3,3/26/2022
300,30,672,10,3/27/2022
301,172,41,15,3/13/2022
302,214,781,8,3/6/2022
303,73,150,5,3/12/2022
304,274,68,4,3/30/2022
305,266,961,8,3/28/2022
306,234,276,12,3/24/2022
307,31,424,1,3/4/2022
308,78,919,11,3/4/2022
309,211,854,10,3/3/2022
310,54,457,15,3/17/2022
311,147,738,8,3/23/2022
312,93,503,1,3/25/2022
313,249,214,4,3/14/2022
314,27,479,2,3/25/2022
315,34,424,2,3/18/2022
316,187,634,13,3/24/2022
317,232,552,12,3/30/2022
318,283,668,11,3/11/2022
319,70,85,3,3/29/2022
320,161,505,12,3/11/2022
321,82,68,10,3/9/2022
322,183,327,10,3/6/2022
323,236,512,14,3/13/2022
324,297,76,1,3/15/2022
325,153,269,10,3/27/2022
326,80,791,4,3/11/2022
327,65,867,9,3/9/2022
328,202,137,12,3/29/2022
329,160,785,14,3/22/2022
330,121,685,7,3/16/2022
331,71,202,9,3/8/2022
332,72,545,4,3/13/2022
333,183,511,3,3/29/2022
334,114,398,12,3/13/2022
335,276,962,12,3/21/2022
336,73,469,15,3/8/2022
337,8,153,5,3/17/2022
338,30,6,15,3/11/2022
339,252,374,7,3/15/2022
340,76,787,2,3/27/2022
341,34,400,9,3/11/2022
342,62,946,3,3/4/2022
343,88,694,8,3/1/2022
344,52,673,13,3/1/2022
345,76,277,15,3/30/2022
346,262,156,9,3/6/2022
347,196,630,5,3/3/2022
348,298,128,9,3/23/2022
349,279,27,8,3/1/2022
350,58,681,10,3/20/2022
351,293,228,14,3/4/2022
352,259,743,12,3/21/2022
353,14,310,12,3/11/2022
354,3,865,7,3/26/2022
355,33,258,12,3/17/2022
356,64,224,6,3/24/2022
357,70,981,13,3/24/2022
358,194,792,9,3/27/2022
359,182,110,8,3/26/2022
360,144,349,4,3/21/2022
361,157,521,5,3/10/2022
362,56,252,6,3/25/2022
363,29,493,14,3/14/2022
364,269,577,12,3/2/2022
365,42,514,15,3/4/2022
366,20,866,9,3/11/2022
367,107,12,3,3/27/2022
368,285,256,8,3/23/2022
369,250,920,1,3/23/2022
370,240,152,15,3/16/2022
371,147,656,15,3/8/2022
372,212,651,7,3/2/2022
373,1,981,9,3/9/2022
374,123,935,7,3/24/2022
375,183,808,4,3/12/2022
376,217,660,2,3/3/2022
377,231,616,5,3/1/2022
378,156,171,4,3/22/2022
379,199,197,15,3/27/2022
380,185,143,2,3/17/2022
381,233,754,6,3/14/2022
382,170,810,2,3/2/2022
383,148,701,11,3/25/2022
384,40,283,12,3/11/2022
385,211,483,12,3/8/2022
386,297,315,6,3/16/2022
387,267,594,3,3/19/2022
388,24,892,7,3/20/2022
389,155,736,1,3/6/2022
390,198,992,11,3/30/2022
391,80,71,1,3/22/2022
392,266,23,15,3/4/2022
393,241,23,13,3/29/2022
394,21,525,12,3/19/2022
395,236,127,1,3/28/2022
396,245,867,5,3/29/2022
397,97,938,9,3/7/2022
398,70,540,4,3/27/2022
399,127,564,2,3/2/2022
400,242,634,1,3/30/2022
401,83,630,9,3/4/2022
402,22,958,5,3/19/2022
403,278,799,10,3/14/2022
404,72,194,3,3/13/2022
405,274,41,2,3/2/2022
406,229,172,15,3/17/2022
407,245,926,2,3/2/2022
408,77,100,15,3/3/2022
409,193,269,6,3/4/2022
410,206,197,8,3/24/2022
411,114,364,4,3/1/2022
412,167,500,12,3/22/2022
413,45,628,12,3/25/2022
414,216,977,6,3/3/2022
415,155,58,11,3/5/2022
416,210,536,15,3/28/2022
417,153,351,11,3/24/2022
418,199,555,3,3/7/2022
419,249,625,15,3/20/2022
420,165,651,4,3/3/2022
421,41,299,8,3/28/2022
422,171,391,3,3/13/2022
423,145,913,13,3/9/2022
424,144,748,1,3/15/2022
425,105,711,13,3/13/2022
426,10,142,9,3/24/2022
427,263,739,11,3/17/2022
428,154,131,1,3/14/2022
429,57,729,11,3/6/2022
430,185,748,2,3/5/2022
431,192,958,8,3/4/2022
432,216,35,13,3/15/2022
433,264,40,6,3/14/2022
434,297,619,6,3/29/2022
435,171,223,6,3/15/2022
436,164,317,7,3/1/2022
437,70,754,6,3/15/2022
438,236,107,15,3/15/2022
439,245,201,6,3/16/2022
440,104,535,2,3/16/2022
441,1,328,7,3/26/2022
442,33,482,7,3/20/2022
443,190,558,4,3/27/2022
444,28,907,4,3/30/2022
445,237,969,3,3/9/2022
446,215,678,3,3/1/2022
447,42,295,4,3/3/2022
448,129,210,12,3/27/2022
449,71,731,15,3/11/2022
450,292,744,14,3/3/2022
451,68,921,3,3/9/2022
452,190,244,7,3/16/2022
453,170,555,7,3/21/2022
454,125,849,14,3/1/2022
455,25,276,14,3/19/2022
456,150,502,6,3/4/2022
457,41,522,3,3/28/2022
458,186,176,10,3/26/2022
459,151,561,12,3/14/2022
460,130,972,2,3/11/2022
461,240,254,1,3/23/2022
462,5,935,8,3/17/2022
463,241,128,7,3/7/2022
464,77,69,4,3/22/2022
465,156,974,9,3/13/2022
466,241,230,2,3/15/2022
467,233,34,7,3/30/2022
468,132,945,1,3/27/2022
469,52,503,6,3/19/2022
470,67,864,8,3/17/2022
471,201,228,11,3/21/2022
472,36,707,3,3/28/2022
473,213,1000,3,3/11/2022
474,42,992,9,3/21/2022
475,245,896,2,3/5/2022
476,257,471,7,3/16/2022
477,246,60,2,3/27/2022
478,59,383,10,3/7/2022
479,268,438,9,3/13/2022
480,178,837,14,3/26/2022
481,182,646,9,3/30/2022
482,173,16,1,3/16/2022
483,90,633,5,3/14/2022
484,54,326,12,3/10/2022
485,19,633,7,3/7/2022
486,99,928,2,3/3/2022
487,106,829,7,3/20/2022
488,101,864,4,3/9/2022
489,81,331,12,3/4/2022
490,110,627,5,3/4/2022
491,3,919,13,3/2/2022
492,191,307,4,3/2/2022
493,299,174,10,3/26/2022
494,145,228,12,3/1/2022
495,19,675,2,3/28/2022
496,79,818,14,3/29/2022
497,107,679,13,3/19/2022
498,105,870,4,3/12/2022
499,129,864,14,3/10/2022
500,64,194,2,3/14/2022
501,78,411,15,3/16/2022
502,127,673,4,3/21/2022
503,258,659,15,3/9/2022
504,112,851,7,3/16/2022
505,265,827,7,3/25/2022
506,67,300,12,3/13/2022
507,149,454,2,3/20/2022
508,207,321,8,3/28/2022
509,49,729,3,3/13/2022
510,173,141,7,3/15/2022
511,131,44,6,3/10/2022
512,295,93,12,3/30/2022
513,221,355,15,3/2/2022
514,7,564,2,3/15/2022
515,92,750,13,3/6/2022
516,105,86,8,3/29/2022
517,240,841,4,3/30/2022
518,287,733,4,3/29/2022
519,28,634,2,3/9/2022
520,191,529,9,3/7/2022
521,136,209,2,3/1/2022
522,48,872,14,3/27/2022
523,195,452,3,3/17/2022
524,37,820,15,3/8/2022
525,28,679,1,3/24/2022
526,115,665,1,3/1/2022
527,182,407,8,3/17/2022
528,90,209,9,3/10/2022
529,7,588,12,3/10/2022
530,2,881,7,3/16/2022
531,281,34,12,3/25/2022
532,248,503,15,3/29/2022
533,23,326,15,3/30/2022
534,108,780,12,3/4/2022
535,142,693,2,3/11/2022
536,173,521,5,3/7/2022
537,72,118,15,3/22/2022
538,273,95,13,3/13/2022
539,218,976,7,3/22/2022
540,188,988,5,3/14/2022
541,128,754,10,3/2/2022
542,151,954,2,3/23/2022
543,38,330,12,3/14/2022
544,209,13,15,3/15/2022
545,205,609,4,3/5/2022
546,223,649,10,3/15/2022
547,275,911,15,3/23/2022
548,125,778,10,3/29/2022
549,212,910,3,3/10/2022
550,185,306,11,3/19/2022
551,38,279,14,3/21/2022
552,220,400,8,3/18/2022
553,192,644,9,3/1/2022
554,150,703,12,3/26/2022
555,105,802,3,3/19/2022
556,216,309,14,3/2/2022
557,220,810,8,3/28/2022
558,254,60,13,3/21/2022
559,34,673,8,3/20/2022
560,148,934,5,3/18/2022
561,218,487,13,3/29/2022
562,131,117,15,3/30/2022
563,160,643,11,3/12/2022
564,216,857,15,3/11/2022
565,129,473,6,3/1/2022
566,25,716,10,3/27/2022
567,6,851,14,3/18/2022
568,289,630,11,3/27/2022
569,233,547,9,3/28/2022
570,150,808,11,3/27/2022
571,274,606,7,3/25/2022
572,287,265,5,3/23/2022
573,79,842,14,3/15/2022
574,243,142,3,3/24/2022
575,210,27,2,3/1/2022
576,251,342,3,3/3/2022
577,53,50,11,3/6/2022
578,280,827,8,3/2/2022
579,273,987,8,3/24/2022
580,13,641,5,3/24/2022
581,288,120,1,3/1/2022
582,247,311,8,3/29/2022
583,50,460,4,3/9/2022
584,183,376,6,3/14/2022
585,29,602,3,3/10/2022
586,26,692,14,3/25/2022
587,193,604,7,3/22/2022
588,99,639,11,3/23/2022
589,269,661,6,3/10/2022
590,137,657,3,3/21/2022
591,99,418,15,3/1/2022
592,62,495,9,3/12/2022
593,164,689,2,3/4/2022
594,201,19,12,3/8/2022
595,80,341,12,3/15/2022
596,278,337,3,3/28/2022
597,168,858,7,3/16/2022
598,274,134,12,3/20/2022
599,134,802,10,3/21/2022
600,99,550,3,3/6/2022
601,141,187,8,3/25/2022
602,108,485,13,3/5/2022
603,81,238,7,3/26/2022
604,225,657,1,3/7/2022
605,238,923,5,3/23/2022
606,76,726,14,3/28/2022
607,219,907,12,3/11/2022
608,182,522,8,3/15/2022
609,100,870,4,3/13/2022
610,51,437,9,3/6/2022
611,174,101,2,3/2/2022
612,160,331,4,3/12/2022
613,228,467,1,3/13/2022
614,11,200,14,3/22/2022
615,70,771,10,3/19/2022
616,237,336,7,3/22/2022
617,112,5,13,3/24/2022
618,282,983,9,3/25/2022
619,164,959,2,3/30/2022
620,118,277,4,3/9/2022
621,36,757,12,3/16/2022
622,141,842,10,3/7/2022
623,163,907,5,3/1/2022
624,220,131,2,3/15/2022
625,146,721,13,3/24/2022
626,157,691,3,3/7/2022
627,297,953,8,3/15/2022
628,296,267,9,3/13/2022
629,18,847,12,3/26/2022
630,227,595,1,3/21/2022
631,47,854,6,3/22/2022
632,112,330,1,3/24/2022
633,95,462,5,3/23/2022
634,238,965,10,3/3/2022
635,18,26,10,3/23/2022
636,169,42,15,3/29/2022
637,138,275,8,3/6/2022
638,100,878,8,3/13/2022
639,14,229,8,3/27/2022
640,278,363,5,3/18/2022
641,212,585,1,3/3/2022
642,87,876,5,3/3/2022
643,233,191,14,3/10/2022
644,175,912,4,3/1/2022
645,122,421,13,3/16/2022
646,79,176,2,3/12/2022
647,268,859,10,3/28/2022
648,90,877,6,3/26/2022
649,125,351,15,3/12/2022
650,157,967,4,3/18/2022
651,36,455,10,3/25/2022
652,134,389,1,3/25/2022
653,9,567,6,3/24/2022
654,211,877,11,3/24/2022
655,104,831,14,3/24/2022
656,66,83,2,3/11/2022
657,246,746,8,3/8/2022
658,176,278,3,3/26/2022
659,300,236,4,3/17/2022
660,184,819,7,3/14/2022
661,259,486,4,3/11/2022
662,223,646,2,3/27/2022
663,78,590,7,3/24/2022
664,141,786,7,3/19/2022
665,84,207,7,3/13/2022
666,19,701,3,3/20/2022
667,262,364,13,3/12/2022
668,28,361,15,3/25/2022
669,279,259,2,3/9/2022
670,15,86,15,3/1/2022
671,105,826,10,3/22/2022
672,166,947,11,3/16/2022
673,218,97,15,3/8/2022
674,250,633,10,3/17/2022
675,56,78,2,3/6/2022
676,139,892,3,3/18/2022
677,201,830,11,3/21/2022
678,201,652,7,3/29/2022
679,69,233,10,3/27/2022
680,69,397,8,3/15/2022
681,222,397,12,3/2/2022
682,201,916,6,3/2/2022
683,98,783,15,3/7/2022
684,8,873,15,3/1/2022
685,259,166,14,3/5/2022
686,65,130,13,3/26/2022
687,70,271,7,3/8/2022
688,165,765,8,3/8/2022
689,208,274,12,3/3/2022
690,10,501,6,3/11/2022
691,70,340,4,3/29/2022
692,142,974,14,3/8/2022
693,193,901,4,3/5/2022
694,71,775,10,3/16/2022
695,138,36,14,3/14/2022
696,173,995,10,3/29/2022
697,179,970,12,3/19/2022
698,138,922,9,3/2/2022
699,109,922,12,3/16/2022
700,230,405,3,3/20/2022
701,53,610,3,3/15/2022
702,40,436,11,3/19/2022
703,92,767,4,3/17/2022
704,82,553,2,3/12/2022
705,228,876,14,3/3/2022
706,223,506,3,3/24/2022
707,224,80,5,3/10/2022
708,83,281,15,3/30/2022
709,158,976,3,3/5/2022
710,222,519,9,3/2/2022
711,196,285,2,3/29/2022
712,10,994,13,3/4/2022
713,117,67,7,3/3/2022
714,72,231,6,3/10/2022
715,178,226,10,3/28/2022
716,243,912,7,3/1/2022
717,20,381,8,3/20/2022
718,286,791,15,3/22/2022
719,208,972,4,3/20/2022
720,95,912,11,3/21/2022
721,228,793,3,3/9/2022
722,95,761,8,3/14/2022
723,30,15,10,3/9/2022
724,279,783,11,3/8/2022
725,155,878,5,3/30/2022
726,157,473,7,3/26/2022
727,95,299,3,3/17/2022
728,279,448,8,3/7/2022
729,26,798,2,3/7/2022
730,133,149,10,3/5/2022
731,260,438,15,3/25/2022
732,6,375,8,3/3/2022
733,298,961,11,3/22/2022
734,271,122,11,3/19/2022
735,182,334,9,3/2/2022
736,50,753,7,3/8/2022
737,234,805,15,3/5/2022
738,173,340,13,3/23/2022
739,224,483,8,3/22/2022
740,107,490,8,3/28/2022
741,265,329,2,3/2/2022
742,178,604,4,3/13/2022
743,1,471,2,3/25/2022
744,263,360,15,3/29/2022
745,31,817,1,3/18/2022
746,129,870,13,3/8/2022
747,265,490,12,3/3/2022
748,204,126,6,3/2/2022
749,214,956,10,3/14/2022
750,31,521,4,3/3/2022
751,283,705,11,3/4/2022
752,157,574,5,3/15/2022
753,199,980,15,3/16/2022
754,13,720,4,3/26/2022
755,145,862,13,3/15/2022
756,238,16,4,3/18/2022
757,203,748,15,3/24/2022
758,269,127,9,3/17/2022
759,263,61,12,3/16/2022
760,179,258,10,3/5/2022
761,211,935,2,3/26/2022
762,7,363,4,3/5/2022
763,97,412,7,3/27/2022
764,293,176,12,3/1/2022
765,176,211,13,3/23/2022
766,17,603,7,3/16/2022
767,209,603,11,3/2/2022
768,156,132,9,3/21/2022
769,40,419,14,3/20/2022
770,242,827,5,3/27/2022
771,20,502,4,3/17/2022
772,12,913,11,3/13/2022
773,233,538,4,3/21/2022
774,155,90,8,3/17/2022
775,11,613,7,3/8/2022
776,72,359,11,3/18/2022
777,240,18,15,3/24/2022
778,31,796,3,3/30/2022
779,217,788,14,3/2/2022
780,20,329,3,3/27/2022
781,215,62,7,3/20/2022
782,15,756,6,3/9/2022
783,285,306,4,3/6/2022
784,81,911,2,3/13/2022
785,271,908,5,3/3/2022
786,75,913,5,3/11/2022
787,187,840,9,3/21/2022
788,148,110,8,3/19/2022
789,26,123,13,3/10/2022
790,127,758,8,3/22/2022
791,18,268,1,3/8/2022
792,244,170,11,3/15/2022
793,68,103,7,3/28/2022
794,210,425,10,3/12/2022
795,267,750,9,3/29/2022
796,254,781,14,3/3/2022
797,242,403,13,3/3/2022
798,135,363,6,3/13/2022
799,56,445,2,3/12/2022
800,58,563,4,3/30/2022
801,180,308,13,3/25/2022
802,42,733,9,3/15/2022
803,99,380,5,3/25/2022
804,274,167,11,3/13/2022
805,231,865,4,3/27/2022
806,171,345,10,3/18/2022
807,246,561,3,3/19/2022
808,93,981,8,3/20/2022
809,215,594,3,3/14/2022
810,94,940,14,3/12/2022
811,225,264,15,3/15/2022
812,208,718,14,3/15/2022
813,253,139,15,3/11/2022
814,272,272,12,3/1/2022
815,212,860,7,3/11/2022
816,117,777,6,3/18/2022
817,202,148,11,3/18/2022
818,134,768,1,3/7/2022
819,5,377,15,3/27/2022
820,121,694,9,3/15/2022
821,76,972,8,3/6/2022
822,120,542,1,3/15/2022
823,236,695,3,3/28/2022
824,68,944,13,3/6/2022
825,69,726,8,3/26/2022
826,251,465,8,3/2/2022
827,247,508,11,3/29/2022
828,49,12,5,3/22/2022
829,65,777,3,3/1/2022
830,99,688,4,3/19/2022
831,286,886,10,3/7/2022
832,284,275,15,3/20/2022
833,217,865,7,3/7/2022
834,273,614,14,3/27/2022
835,253,253,14,3/26/2022
836,260,893,5,3/14/2022
837,24,705,1,3/6/2022
838,226,701,12,3/10/2022
839,180,29,8,3/21/2022
840,184,935,13,3/18/2022
841,228,111,4,3/6/2022
842,88,221,11,3/9/2022
843,24,894,13,3/27/2022
844,179,326,11,3/5/2022
845,289,857,8,3/15/2022
846,168,952,3,3/2/2022
847,44,182,7,3/19/2022
848,35,189,1,3/1/2022
849,175,178,9,3/3/2022
850,184,493,5,3/9/2022
851,199,47,15,3/22/2022
852,250,541,2,3/4/2022
853,212,271,4,3/22/2022
854,147,283,4,3/16/2022
855,215,186,1,3/11/2022
856,5,423,11,3/15/2022
857,100,920,10,3/2/2022
858,7,451,1,3/24/2022
859,11,433,10,3/7/2022
860,169,942,11,3/14/2022
861,159,307,6,3/4/2022
862,112,495,7,3/21/2022
863,149,951,8,3/18/2022
864,177,773,13,3/12/2022
865,300,93,6,3/26/2022
866,111,135,7,3/24/2022
867,221,141,3,3/27/2022
868,263,61,10,3/11/2022
869,147,930,11,3/3/2022
870,30,397,6,3/21/2022
871,109,32,14,3/26/2022
872,245,42,14,3/20/2022
873,50,47,1,3/16/2022
874,202,516,2,3/17/2022
875,140,517,8,3/26/2022
876,193,793,13,3/18/2022
877,63,837,13,3/2/2022
878,229,366,1,3/27/2022
879,159,872,2,3/19/2022
880,263,835,11,3/6/2022
881,250,530,12,3/1/2022
882,224,855,12,3/29/2022
883,202,148,13,3/14/2022
884,1,931,1,3/7/2022
885,191,189,11,3/13/2022
886,165,12,11,3/16/2022
887,33,253,5,3/29/2022
888,109,19,15,3/22/2022
889,141,487,10,3/8/2022
890,278,184,5,3/2/2022
891,70,89,5,3/25/2022
892,274,481,3,3/10/2022
893,288,270,15,3/9/2022
894,147,49,12,3/9/2022
895,274,26,1,3/2/2022
896,97,193,11,3/10/2022
897,292,814,6,3/30/2022
898,162,712,11,3/15/2022
899,218,877,15,3/19/2022
900,177,111,13,3/8/2022
901,265,724,6,3/10/2022
902,33,900,4,3/19/2022
903,122,762,5,3/28/2022
904,45,525,2,3/5/2022
905,193,884,6,3/21/2022
906,101,57,15,3/23/2022
907,126,571,14,3/20/2022
908,190,412,2,3/11/2022
909,112,716,2,3/9/2022
910,178,371,4,3/14/2022
911,271,928,4,3/27/2022
912,298,915,12,3/26/2022
913,201,802,7,3/2/2022
914,208,36,7,3/13/2022
915,113,968,14,3/25/2022
916,83,775,6,3/30/2022
917,153,502,13,3/5/2022
918,49,317,11,3/2/2022
919,187,47,2,3/9/2022
920,256,306,7,3/30/2022
921,131,467,11,3/26/2022
922,72,548,11,3/11/2022
923,149,928,2,3/22/2022
924,166,232,5,3/15/2022
925,15,813,1,3/24/2022
926,2,162,12,3/27/2022
927,141,170,1,3/1/2022
928,68,757,1,3/28/2022
929,98,755,1,3/3/2022
