id_venta,id_cliente,id_producto,cantidad,fecha
78,171,186,10,3/27/2022
79,61,799,14,3/15/2022
80,42,972,4,3/11/2022
81,29,130,14,3/17/2022
82,117,115,11,3/22/2022
83,58,566,14,3/15/2022
84,288,483,13,3/25/2022
85,231,412,15,3/17/2022
86,259,948,5,3/16/2022
87,269,144,5,3/19/2022
88,104,531,5,3/19/2022
89,45,591,14,3/13/2022
90,269,726,3,3/6/2022
91,127,29,6,3/23/2022
92,138,413,11,3/12/2022
93,168,120,7,3/22/2022
94,294,752,7,3/6/2022
95,71,889,6,3/22/2022
96,26,794,13,3/21/2022
97,178,654,1,3/6/2022
98,217,299,9,3/11/2022
99,206,326,6,3/25/2022
100,34,178,5,3/9/2022
101,28,386,2,3/16/2022
102,106,461,5,3/14/2022
103,223,652,14,3/29/2022
104,299,564,1,3/17/2022
105,237,49,8,3/11/2022
106,132,420,1,3/8/2022
107,109,548,7,3/8/2022
108,147,649,1,3/18/2022
109,173,675,5,3/24/2022
110,229,497,15,3/10/2022
111,166,569,14,3/5/2022
112,218,839,8,3/25/2022
113,139,581,4,3/29/2022
114,4,680,13,3/1/2022
115,137,150,3,3/6/2022
116,32,798,14,3/23/2022
117,250,860,3,3/22/2022
118,191,654,1,3/13/2022
119,217,209,7,3/10/2022
120,285,444,12,3/20/2022
121,32,467,5,3/17/2022
122,280,767,11,3/11/2022
123,130,574,7,3/5/2022
124,23,140,2,3/14/2022
125,289,475,10,3/26/2022
126,92,119,2,3/23/2022
127,111,24,10,3/21/2022
128,244,129,4,3/19/2022
129,59,5,4,3/17/2022
130,123,474,1,3/16/2022
131,111,60,10,3/2/2022
132,249,342,14,3/16/2022
133,223,625,5,3/23/2022
134,13,715,4,3/16/2022
135,154,11,12,3/11/2022
136,256,676,1,3/8/2022
137,35,63,5,3/14/2022
138,139,621,1,3/13/2022
139,219,881,2,3/28/2022
140,32,844,6,3/8/2022
141,123,807,13,3/6/2022
142,68,777,12,3/6/2022
143,96,979,8,3/25/2022
144,247,854,11,3/28/2022
145,168,132,1,3/22/2022
146,257,616,14,3/11/2022
147,150,315,3,3/15/2022
148,235,158,7,3/9/2022
149,19,393,10,3/28/2022
150,68,464,8,3/6/2022
151,186,452,1,3/7/2022
152,7,167,9,3/4/2022
153,283,846,1,3/19/2022
154,134,716,4,3/7/2022
155,175,21,7,3/26/2022
156,251,91,8,3/22/2022
157,238,134,4,3/28/2022
158,149,338,8,3/1/2022
159,112,182,14,3/17/2022
160,12,27,4,3/15/2022
161,114,34,2,3/7/2022
162,180,244,9,3/30/2022
163,60,330,2,3/10/2022
164,16,356,14,3/2/2022
165,196,444,4,3/1/2022
166,280,472,2,3/2/2022
167,183,737,13,3/10/2022
168,251,327,12,3/23/2022
169,19,348,9,3/3/2022
170,228,408,9,3/8/2022
171,105,335,13,3/10/2022
172,47,18,8,3/12/2022
173,143,659,4,3/27/2022
174,169,960,2,3/7/2022
175,52,792,10,3/7/2022
176,68,339,9,3/1/2022
177,254,618,2,3/1/2022
178,286,892,9,3/16/2022
179,281,185,3,3/14/2022
180,245,305,9,3/4/2022
181,157,61,7,3/4/2022
182,204,567,10,3/9/2022
183,186,28,13,3/11/2022
184,78,726,7,3/10/2022
185,89,799,13,3/23/2022
186,107,675,8,3/25/2022
187,234,244,13,3/24/2022
188,224,776,8,3/25/2022
189,203,863,1,3/26/2022
190,97,480,2,3/5/2022
191,251,96,11,3/9/2022
192,48,543,3,3/26/2022
193,272,848,13,3/23/2022
194,221,396,7,3/4/2022
195,170,442,3,3/13/2022
196,131,627,6,3/19/2022
197,159,497,8,3/5/2022
198,185,890,9,3/18/2022
199,184,751,8,3/12/2022
200,183,641,11,3/14/2022
201,155,67,10,3/19/2022
202,295,866,11,3/29/2022
203,22,837,13,3/9/2022
204,240,822,11,3/28/2022
205,232,249,1,3/28/2022
206,93,934,12,3/1/2022
207,130,764,3,3/29/2022
208,180,650,10,3/16/2022
209,56,427,10,3/5/2022
210,160,173,14,3/1/2022
211,289,42,8,3/12/2022
212,79,429,3,3/26/2022
213,15,274,13,3/7/2022
214,66,777,8,3/18/2022
215,253,84,8,3/29/2022
216,230,536,2,3/3/2022
217,224,95,3,3/17/2022
218,166,849,2,3/30/2022
219,161,527,6,3/9/2022
220,174,177,2,3/18/2022
221,176,794,15,3/29/2022
222,224,884,2,3/7/2022
223,290,138,6,3/26/2022
224,220,460,4,3/28/2022
225,279,167,10,3/24/2022
226,113,753,12,3/21/2022
227,124,400,5,3/15/2022
228,148,906,9,3/4/2022
229,257,505,1,3/25/2022
230,175,250,1,3/6/2022
231,125,294,4,3/2/2022
232,258,481,5,3/11/2022
233,8,566,1,3/14/2022
234,191,33,15,3/15/2022
235,11,747,9,3/1/2022
236,86,728,6,3/19/2022
237,142,265,10,3/5/2022
238,278,870,15,3/18/2022
239,14,889,3,3/8/2022
240,78,899,15,3/21/2022
241,265,475,2,3/12/2022
242,93,513,10,3/4/2022
243,34,596,10,3/27/2022
244,131,547,12,3/25/2022
245,73,571,3,3/14/2022
246,288,986,11,3/29/2022
247,72,793,15,3/8/2022
248,58,622,5,3/19/2022
249,283,812,8,3/24/2022
250,214,373,12,3/7/2022
251,128,688,14,3/17/2022
252,209,370,10,3/11/2022
253,240,671,9,3/17/2022
254,136,548,4,3/2/2022
255,68,865,4,3/27/2022
256,111,736,1,3/9/2022
257,34,279,8,3/21/2022
258,244,163,15,3/3/2022
259,232,476,7,3/25/2022
260,292,885,7,3/20/2022
261,54,101,13,3/29/2022
262,258,877,11,3/30/2022
263,12,797,7,3/19/2022
264,195,643,13,3/30/2022
265,88,745,7,3/6/2022
266,60,241,15,3/13/2022
267,120,725,12,3/4/2022
268,77,538,11,3/24/2022
269,27,208,11,3/1/2022
270,116,917,12,3/14/2022
271,260,601,7,3/11/2022
272,43,456,2,3/7/2022
273,163,625,15,3/17/2022
274,18,804,14,3/24/2022
275,84,151,8,3/23/2022
276,76,169,10,3/22/2022
277,75,479,15,3/18/2022
278,76,617,10,3/5/2022
279,287,967,15,3/26/2022
280,131,580,7,3/3/2022
281,187,564,13,3/16/2022
282,295,85,9,3/8/2022
283,29,805,8,3/30/2022
284,197,454,1,3/14/2022
285,47,624,10,3/3/2022
286,118,972,9,3/24/2022
287,93,555,10,3/21/2022
288,171,707,11,3/21/2022
289,156,157,6,3/25/2022
290,207,472,13,3/26/2022
291,82,110,2,3/28/2022
292,107,923,2,3/16/2022
293,199,363,1,3/19/2022
294,46,404,4,3/28/2022
295,3,517,11,3/17/2022
296,233,243,2,3/3/2022
297,7,534,6,3/17/2022
298,142,710,9,3/8/2022
299,297,618,3,3/29/2022
300,45,298,12,3/8/2022
301,155,601,8,3/18/2022
302,248,112,13,3/12/2022
303,10,285,8,3/5/2022
304,73,588,1,3/28/2022
305,151,801,7,3/3/2022
306,261,59,6,3/27/2022
307,277,196,1,3/9/2022
308,6,197,2,3/23/2022
309,159,530,5,3/10/2022
310,39,503,13,3/3/2022
311,68,659,6,3/29/2022
312,135,634,3,3/30/2022
313,85,942,7,3/26/2022
314,287,468,6,3/14/2022
315,175,621,14,3/23/2022
316,42,240,14,3/6/2022
317,275,792,8,3/8/2022
318,146,954,13,3/26/2022
319,178,136,10,3/12/2022
320,163,65,9,3/17/2022
321,185,433,9,3/13/2022
322,239,661,10,3/10/2022
323,7,482,9,3/9/2022
324,163,376,9,3/11/2022
325,235,949,10,3/17/2022
326,17,170,13,3/30/2022
327,176,594,2,3/28/2022
328,128,78,1,3/14/2022
329,57,12,1,3/10/2022
330,122,288,7,3/11/2022
331,83,364,3,3/30/2022
332,104,222,3,3/15/2022
333,152,130,4,3/4/2022
334,285,120,1,3/7/2022
335,281,561,14,3/2/2022
336,294,175,3,3/23/2022
337,128,327,6,3/24/2022
338,56,489,13,3/9/2022
339,237,72,6,3/8/2022
340,24,407,7,3/21/2022
341,111,169,7,3/28/2022
342,212,962,4,3/15/2022
343,232,303,2,3/5/2022
344,247,809,3,3/7/2022
345,16,431,15,3/17/2022
346,163,743,7,3/26/2022
347,81,282,2,3/18/2022
348,239,864,12,3/19/2022
349,105,82,14,3/14/2022
350,263,137,14,3/8/2022
351,139,727,5,3/2/2022
352,158,765,9,3/30/2022
353,76,774,13,3/22/2022
354,15,25,7,3/5/2022
355,218,542,6,3/16/2022
356,272,786,7,3/22/2022
357,57,600,12,3/5/2022
358,228,67,9,3/7/2022
359,119,268,8,3/19/2022
360,215,873,12,3/16/2022
361,145,403,7,3/7/2022
362,96,166,15,3/18/2022
363,142,945,5,3/3/2022
364,173,512,15,3/18/2022
365,204,148,1,3/9/2022
366,233,337,6,3/22/2022
367,178,639,15,3/2/2022
368,52,804,6,3/13/2022
369,178,601,7,3/21/2022
370,152,953,2,3/27/2022
371,263,581,15,3/1/2022
372,49,549,11,3/2/2022
373,80,396,4,3/22/2022
374,149,902,15,3/22/2022
375,128,323,5,3/21/2022
376,13,515,11,3/26/2022
377,107,507,6,3/16/2022
378,198,597,2,3/12/2022
379,105,369,4,3/15/2022
380,58,930,1,3/1/2022
381,169,385,5,3/10/2022
382,185,466,15,3/3/2022
383,101,792,14,3/2/2022
384,50,436,15,3/8/2022
385,199,577,1,3/20/2022
386,55,454,7,3/8/2022
387,116,944,14,3/9/2022
388,135,693,11,3/25/2022
389,102,362,13,3/14/2022
390,220,387,7,3/8/2022
391,186,669,5,3/28/2022
392,197,490,5,3/22/2022
393,119,610,14,3/16/2022
394,135,995,1,3/15/2022
395,228,515,6,3/10/2022
396,130,590,1,3/19/2022
397,14,568,2,3/15/2022
398,48,786,2,3/10/2022
399,135,466,9,3/1/2022
400,128,537,13,3/13/2022
401,189,339,1,3/23/2022
402,53,46,12,3/7/2022
403,1,335,6,3/18/2022
404,185,386,10,3/25/2022
405,110,601,14,3/21/2022
406,80,561,15,3/22/2022
407,33,816,12,3/27/2022
408,159,68,3,3/20/2022
409,246,904,3,3/3/2022
410,138,321,1,3/13/2022
411,146,837,11,3/29/2022
412,292,330,14,3/15/2022
413,32,979,11,3/28/2022
414,4,894,4,3/28/2022
415,155,731,12,3/19/2022
416,135,729,1,3/26/2022
417,292,946,2,3/11/2022
418,54,94,13,3/2/2022
419,195,62,10,3/2/2022
420,289,408,3,3/20/2022
421,290,258,9,3/18/2022
422,180,265,13,3/9/2022
423,102,147,4,3/9/2022
424,285,846,15,3/30/2022
425,269,270,11,3/22/2022
426,169,810,13,3/21/2022
427,232,668,14,3/16/2022
428,258,369,9,3/2/2022
429,181,865,5,3/15/2022
430,59,652,4,3/6/2022
431,85,88,9,3/13/2022
432,291,217,2,3/27/2022
433,283,93,9,3/16/2022
434,84,111,6,3/6/2022
435,218,904,14,3/29/2022
436,210,22,7,3/10/2022
437,215,365,7,3/14/2022
438,78,850,4,3/13/2022
439,32,213,4,3/30/2022
440,131,499,12,3/10/2022
441,101,628,12,3/3/2022
442,254,205,10,3/17/2022
443,86,856,10,3/26/2022
444,215,626,14,3/22/2022
445,68,372,1,3/25/2022
446,8,53,3,3/13/2022
447,163,448,2,3/27/2022
448,163,119,13,3/30/2022
449,211,325,13,3/21/2022
450,137,468,2,3/29/2022
451,174,597,9,3/5/2022
452,295,361,14,3/8/2022
453,142,795,9,3/25/2022
454,90,815,5,3/18/2022
455,122,927,2,3/13/2022
456,144,822,5,3/29/2022
457,81,508,13,3/6/2022
458,112,263,1,3/12/2022
459,142,51,14,3/30/2022
460,199,439,8,3/19/2022
461,81,501,6,3/18/2022
462,159,759,9,3/12/2022
463,299,52,15,3/21/2022
464,24,986,7,3/6/2022
465,39,37,2,3/19/2022
466,99,996,13,3/14/2022
467,139,340,8,3/13/2022
468,14,284,10,3/1/2022
469,143,482,12,3/22/2022
470,212,12,10,3/21/2022
471,60,345,11,3/17/2022
472,41,436,7,3/3/2022
473,215,346,10,3/28/2022
474,217,786,4,3/4/2022
475,246,561,12,3/4/2022
476,121,886,9,3/6/2022
477,1,15,3,3/10/2022
478,62,691,5,3/15/2022
479,60,782,3,3/17/2022
480,105,352,9,3/9/2022
481,113,255,15,3/26/2022
482,271,678,9,3/30/2022
483,77,880,14,3/19/2022
484,291,332,2,3/19/2022
485,146,473,5,3/15/2022
486,235,212,11,3/2/2022
487,288,390,12,3/25/2022
488,20,791,8,3/11/2022
489,255,938,11,3/27/2022
490,224,376,3,3/15/2022
491,65,914,9,3/12/2022
492,194,778,8,3/16/2022
493,288,562,2,3/19/2022
494,47,326,2,3/1/2022
495,97,702,1,3/11/2022
496,23,86,7,3/3/2022
497,133,642,4,3/5/2022
498,169,278,6,3/22/2022
499,21,631,6,3/23/2022
500,278,468,3,3/15/2022
501,181,446,12,3/29/2022
502,239,999,6,3/26/2022
503,122,713,12,3/15/2022
504,9,319,8,3/19/2022
505,162,399,1,3/5/2022
506,280,711,9,3/1/2022
507,47,472,2,3/15/2022
508,141,153,1,3/30/2022
509,116,588,9,3/4/2022
510,57,374,1,3/13/2022
511,131,368,15,3/5/2022
512,237,190,2,3/2/2022
513,228,547,6,3/7/2022
514,153,236,3,3/21/2022
515,130,406,5,3/27/2022
516,220,303,11,3/6/2022
517,83,934,4,3/10/2022
518,13,959,14,3/7/2022
519,165,67,5,3/7/2022
520,45,360,10,3/25/2022
521,251,64,2,3/8/2022
522,198,249,2,3/2/2022
523,214,899,12,3/22/2022
524,19,441,10,3/10/2022
525,68,769,14,3/19/2022
526,292,788,4,3/4/2022
527,176,635,4,3/18/2022
528,71,934,5,3/24/2022
529,119,36,3,3/14/2022
530,10,293,3,3/17/2022
531,126,518,5,3/26/2022
532,3,309,9,3/23/2022
533,175,364,11,3/19/2022
534,222,60,2,3/11/2022
535,189,233,6,3/10/2022
536,7,95,12,3/7/2022
537,33,370,8,3/6/2022
538,253,491,4,3/25/2022
539,237,193,12,3/23/2022
540,120,107,6,3/11/2022
541,85,159,1,3/23/2022
542,133,579,10,3/10/2022
543,93,729,14,3/14/2022
544,258,539,11,3/24/2022
545,20,464,4,3/5/2022
546,20,888,8,3/23/2022
547,152,373,13,3/9/2022
548,60,766,7,3/16/2022
549,95,13,2,3/6/2022
550,125,210,14,3/18/2022
551,157,746,13,3/9/2022
552,62,3,12,3/19/2022
553,195,882,13,3/14/2022
554,224,340,9,3/11/2022
555,131,209,5,3/5/2022
556,292,405,13,3/29/2022
557,28,555,13,3/15/2022
558,6,365,14,3/27/2022
559,269,111,1,3/30/2022
560,160,76,1,3/7/2022
561,288,611,15,3/13/2022
562,164,928,11,3/17/2022
563,211,63,8,3/22/2022
564,8,449,15,3/30/2022
565,287,696,7,3/19/2022
566,268,692,8,3/24/2022
567,141,234,11,3/29/2022
568,113,525,5,3/9/2022
569,256,265,15,3/20/2022
570,224,139,6,3/21/2022
571,88,624,2,3/2/2022
572,3,95,3,3/6/2022
573,238,23,10,3/20/2022
574,158,496,13,3/21/2022
575,277,713,12,3/18/2022
576,183,92,13,3/11/2022
577,198,463,14,3/28/2022
578,61,954,6,3/16/2022
579,240,103,11,3/14/2022
580,294,977,13,3/8/2022
581,197,80,7,3/2/2022
582,142,867,1,3/21/2022
583,190,449,1,3/4/2022
584,102,866,3,3/23/2022
585,291,626,3,3/13/2022
586,193,248,9,3/10/2022
587,33,397,2,3/22/2022
588,158,516,5,3/20/2022
589,197,601,2,3/29/2022
590,124,104,3,3/24/2022
591,204,789,4,3/15/2022
592,142,946,3,3/26/2022
593,52,888,14,3/10/2022
594,119,290,9,3/16/2022
595,170,804,5,3/29/2022
596,252,1,13,3/1/2022
597,138,463,3,3/11/2022
598,143,610,9,3/15/2022
599,55,295,4,3/16/2022
600,93,74,11,3/29/2022
601,295,371,8,3/4/2022
602,280,184,11,3/28/2022
603,87,316,2,3/10/2022
604,14,575,8,3/16/2022
605,264,555,12,3/4/2022
606,133,53,14,3/12/2022
607,105,54,14,3/16/2022
608,133,238,8,3/14/2022
609,54,5,14,3/23/2022
610,110,217,4,3/14/2022
611,88,447,14,3/14/2022
612,295,699,8,3/5/2022
613,136,936,15,3/11/2022
614,136,732,5,3/8/2022
615,148,973,8,3/16/2022
616,151,816,4,3/3/2022
617,257,675,1,3/20/2022
618,68,814,1,3/6/2022
619,230,153,1,3/23/2022
620,113,674,6,3/16/2022
621,115,597,8,3/5/2022
622,115,263,7,3/4/2022
623,51,583,10,3/30/2022
624,19,977,11,3/17/2022
625,8,35,1,3/14/2022
626,105,943,9,3/24/2022
627,187,254,7,3/19/2022
628,37,601,8,3/9/2022
629,87,481,10,3/30/2022
630,219,760,1,3/26/2022
631,2,421,6,3/28/2022
632,193,699,13,3/7/2022
633,51,727,2,3/26/2022
634,290,366,3,3/13/2022
635,54,963,3,3/11/2022
636,35,328,6,3/13/2022
637,227,572,12,3/8/2022
638,91,645,4,3/11/2022
639,18,672,14,3/23/2022
640,229,468,8,3/27/2022
641,4,297,14,3/19/2022
642,210,44,11,3/27/2022
643,171,681,12,3/28/2022
644,229,639,11,3/12/2022
645,286,778,15,3/19/2022
646,3,212,10,3/29/2022
647,147,255,6,3/7/2022
648,179,538,1,3/9/2022
649,95,300,10,3/11/2022
650,269,23,14,3/26/2022
651,235,847,13,3/15/2022
652,251,266,5,3/18/2022
653,77,223,4,3/18/2022
654,165,734,6,3/5/2022
655,184,477,3,3/25/2022
656,238,180,2,3/16/2022
657,33,749,15,3/3/2022
658,16,116,3,3/2/2022
659,108,284,5,3/22/2022
660,61,478,8,3/30/2022
661,98,471,9,3/21/2022
662,177,851,8,3/1/2022
663,173,42,3,3/20/2022
664,287,46,7,3/1/2022
665,5,483,11,3/22/2022
666,215,74,7,3/21/2022
667,158,806,3,3/29/2022
668,241,187,13,3/14/2022
669,171,942,9,3/4/2022
670,136,590,1,3/26/2022
671,46,771,6,3/13/2022
672,259,529,7,3/29/2022
673,72,244,1,3/1/2022
674,143,464,13,3/13/2022
675,166,332,2,3/28/2022
676,89,427,15,3/1/2022
677,251,18,12,3/19/2022
678,111,159,14,3/29/2022
679,292,4,11,3/27/2022
680,225,13,13,3/3/2022
681,127,624,4,3/9/2022
682,295,16,8,3/3/2022
683,126,977,15,3/5/2022
684,294,72,14,3/19/2022
685,220,814,4,3/29/2022
686,20,320,9,3/14/2022
687,20,106,10,3/24/2022
688,183,276,11,3/26/2022
689,265,283,7,3/14/2022
690,25,766,4,3/23/2022
691,255,806,6,3/5/2022
692,246,527,5,3/16/2022
693,267,97,1,3/3/2022
694,227,838,1,3/8/2022
695,215,374,6,3/14/2022
696,293,290,7,3/24/2022
697,230,613,1,3/20/2022
698,211,595,11,3/24/2022
699,272,903,7,3/16/2022
700,71,905,10,3/24/2022
701,96,542,6,3/9/2022
702,58,773,9,3/15/2022
703,119,870,2,3/30/2022
704,181,362,6,3/7/2022
705,101,687,1,3/16/2022
706,100,161,15,3/26/2022
707,133,729,1,3/16/2022
708,295,748,11,3/17/2022
709,263,277,3,3/17/2022
710,49,926,10,3/19/2022
711,15,792,9,3/13/2022
712,209,52,14,3/29/2022
713,278,86,1,3/16/2022
714,136,351,1,3/29/2022
715,17,519,11,3/13/2022
716,20,594,1,3/24/2022
717,154,874,9,3/3/2022
718,269,394,6,3/1/2022
719,155,883,7,3/23/2022
720,91,363,9,3/27/2022
721,275,123,3,3/17/2022
722,73,347,15,3/30/2022
723,63,422,11,3/30/2022
724,261,761,1,3/30/2022
725,250,623,9,3/18/2022
726,226,258,5,3/28/2022
727,216,822,4,3/2/2022
728,255,511,7,3/17/2022
729,43,113,3,3/30/2022
730,290,101,14,3/26/2022
731,86,505,12,3/1/2022
732,256,477,14,3/8/2022
733,130,180,2,3/22/2022
734,70,852,13,3/11/2022
735,165,526,5,3/24/2022
736,130,627,3,3/2/2022
737,175,110,4,3/26/2022
738,207,648,10,3/17/2022
739,218,62,14,3/27/2022
740,29,218,14,3/26/2022
741,284,520,4,3/10/2022
742,146,791,9,3/23/2022
743,208,155,10,3/2/2022
744,14,104,8,3/8/2022
745,27,626,4,3/29/2022
746,199,535,6,3/14/2022
747,213,177,14,3/22/2022
748,167,147,2,3/17/2022
749,208,109,10,3/1/2022
750,236,788,5,3/18/2022
751,32,133,12,3/4/2022
752,3,707,10,3/17/2022
753,17,256,6,3/1/2022
754,224,365,10,3/4/2022
755,215,210,9,3/9/2022
756,62,269,9,3/5/2022
757,268,577,4,3/7/2022
758,75,362,2,3/1/2022
759,218,196,5,3/8/2022
760,224,900,7,3/18/2022
761,288,956,4,3/10/2022
762,226,104,4,3/27/2022
763,142,828,5,3/3/2022
764,168,680,8,3/6/2022
765,200,861,12,3/6/2022
766,66,270,9,3/7/2022
767,172,420,8,3/22/2022
768,105,704,10,3/20/2022
769,217,257,12,3/29/2022
770,74,677,4,3/4/2022
771,59,918,15,3/24/2022
772,223,548,2,3/28/2022
773,182,634,9,3/8/2022
774,34,818,10,3/14/2022
775,233,544,2,3/4/2022
776,117,206,3,3/21/2022
777,90,21,5,3/25/2022
778,204,646,13,3/13/2022
779,26,223,7,3/28/2022
780,12,891,8,3/9/2022
781,162,861,10,3/15/2022
782,270,48,8,3/11/2022
783,260,530,11,3/14/2022
784,267,851,5,3/17/2022
785,151,813,1,3/27/2022
786,28,150,2,3/7/2022
787,208,798,10,3/18/2022
788,207,572,3,3/21/2022
789,138,992,2,3/6/2022
790,235,304,13,3/22/2022
791,106,122,5,3/18/2022
792,254,39,4,3/26/2022
793,277,49,15,3/19/2022
794,166,342,15,3/5/2022
795,185,892,3,3/11/2022
796,81,380,8,3/23/2022
797,121,378,4,3/27/2022
798,126,694,13,3/12/2022
799,97,213,14,3/12/2022
800,126,926,10,3/26/2022
801,215,372,13,3/18/2022
802,50,345,13,3/15/2022
803,154,718,9,3/7/2022
804,251,822,4,3/27/2022
805,49,644,4,3/12/2022
806,86,114,6,3/18/2022
807,273,558,8,3/1/2022
808,96,679,1,3/10/2022
809,171,494,9,3/23/2022
810,33,218,15,3/9/2022
811,170,463,10,3/17/2022
812,96,200,8,3/18/2022
813,5,756,12,3/16/2022
814,65,992,15,3/28/2022
815,238,993,12,3/13/2022
816,65,710,3,3/4/2022
817,207,925,15,3/27/2022
818,61,293,3,3/7/2022
819,171,2,14,3/15/2022
820,125,274,11,3/12/2022
821,255,742,14,3/8/2022
822,107,597,15,3/19/2022
823,99,624,2,3/9/2022
824,55,560,10,3/8/2022
825,258,487,5,3/21/2022
826,52,466,5,3/11/2022
827,18,358,4,3/10/2022
828,45,401,14,3/18/2022
829,243,148,9,3/5/2022
830,41,596,10,3/6/2022
831,9,481,7,3/29/2022
832,299,608,4,3/5/2022
833,196,415,1,3/2/2022
834,103,174,6,3/5/2022
835,283,83,14,3/2/2022
836,60,688,10,3/28/2022
837,79,560,10,3/14/2022
838,111,264,7,3/7/2022
839,64,707,7,3/13/2022
840,174,817,2,3/10/2022
841,59,297,3,3/29/2022
842,92,368,13,3/18/2022
843,102,848,6,3/20/2022
844,43,9,12,3/5/2022
845,292,697,13,3/27/2022
846,296,392,3,3/13/2022
847,140,175,6,3/18/2022
848,283,61,7,3/27/2022
849,122,384,9,3/19/2022
850,105,361,15,3/28/2022
851,112,406,3,3/26/2022
852,120,352,5,3/16/2022
853,15,454,15,3/12/2022
854,294,529,3,3/27/2022
855,63,607,4,3/4/2022
856,169,933,12,3/18/2022
857,229,849,15,3/23/2022
858,160,302,3,3/13/2022
859,103,988,9,3/1/2022
860,83,682,1,3/22/2022
861,114,715,15,3/4/2022
862,48,1000,15,3/10/2022
863,236,571,10,3/19/2022
864,25,933,10,3/5/2022
865,33,194,13,3/11/2022
866,119,773,11,3/28/2022
867,25,156,8,3/1/2022
868,102,530,7,3/14/2022
869,130,576,10,3/21/2022
870,203,418,12,3/30/2022
871,229,97,6,3/14/2022
872,16,966,8,3/1/2022
873,228,114,9,3/18/2022
874,227,887,13,3/15/2022
875,11,925,14,3/15/2022
876,229,622,12,3/21/2022
877,156,139,10,3/5/2022
878,220,729,6,3/20/2022
879,252,867,9,3/23/2022
880,38,991,14,3/8/2022
881,195,544,4,3/27/2022
882,238,181,10,3/16/2022
883,117,688,14,3/23/2022
884,178,713,6,3/21/2022
885,255,127,12,3/4/2022
886,6,914,9,3/14/2022
887,248,599,1,3/18/2022
888,15,644,11,3/8/2022
889,169,887,12,3/19/2022
890,132,209,2,3/5/2022
891,219,920,9,3/16/2022
892,225,890,15,3/19/2022
893,8,79,11,3/13/2022
894,265,55,8,3/27/2022
895,290,33,14,3/2/2022
896,202,478,4,3/18/2022
897,249,832,4,3/1/2022
898,188,127,12,3/5/2022
899,53,548,15,3/13/2022
900,116,601,10,3/24/2022
901,122,782,8,3/4/2022
902,110,207,4,3/13/2022
903,69,884,11,3/10/2022
904,276,751,11,3/25/2022
905,112,773,13,3/14/2022
906,285,140,7,3/17/2022
907,133,907,10,3/19/2022
908,163,128,9,3/17/2022
909,66,493,11,3/14/2022
910,144,90,9,3/10/2022
911,279,190,2,3/21/2022
912,266,591,6,3/27/2022
913,238,979,10,3/9/2022
914,165,178,1,3/14/2022
915,59,895,12,3/3/2022
916,251,608,1,3/10/2022
917,252,262,7,3/8/2022
918,144,72,6,3/2/2022
919,114,142,9,3/29/2022
920,293,967,6,3/6/2022
921,98,64,5,3/14/2022
922,13,187,8,3/3/2022
923,122,685,5,3/22/2022
924,75,297,5,3/11/2022
925,104,933,9,3/26/2022
926,195,610,1,3/4/2022
927,223,748,8,3/29/2022
928,46,113,12,3/13/2022
929,39,869,3,3/19/2022
